instance, n_jobs, fitness, pct_dev, population_size, mutation_rate, local_search, time_ms
ta084,100,384831,3.34002,263,302439
ta084,100,383132,2.88378,263,244757
ta084,100,386529,3.79599,263,179053
ta084,100,383816,3.06746,263,193457
ta084,100,382565,2.73152,263,221243
ta085,100,382100,3.57399,263,178660
ta085,100,382262,3.61791,263,170247
ta085,100,380833,3.23055,263,274388
ta085,100,378119,2.49488,263,241049
ta085,100,379573,2.88901,263,305341
ta085,100,378657,2.64072,263,285942
ta085,100,382564,3.69977,263,235927
ta086,100,381182,2.76996,263,215009
ta085,100,378398,2.57051,263,282787
ta086,100,380516,2.5904,263,237580
ta085,100,377507,2.32899,263,377484
ta086,100,380103,2.47905,263,236027
ta086,100,380098,2.4777,263,279343
ta085,100,380524,3.1468,263,320920
ta086,100,381093,2.74596,263,217368
ta086,100,383409,3.37038,263,187814
ta086,100,383509,3.39734,263,189309
ta086,100,381086,2.74408,263,308072
ta087,100,385515,3.2423,263,212210
ta086,100,380898,2.69339,263,349520
ta087,100,383622,2.73535,263,228691
ta087,100,383234,2.63144,263,245469
ta086,100,381057,2.73626,263,305883
ta087,100,383975,2.82988,263,218044
ta087,100,382088,2.32454,263,250387
ta087,100,388181,3.95626,263,225647
ta087,100,381862,2.26401,263,344680
ta087,100,384474,2.96351,263,215246
ta088,100,397013,3.24764,263,164568
ta088,100,395265,2.79306,263,215414
ta088,100,397017,3.24868,263,185706
ta087,100,383501,2.70294,263,326336
ta088,100,396752,3.17977,263,175125
ta087,100,386004,3.37325,263,305180
ta088,100,397680,3.4211,263,178302
ta088,100,396708,3.16832,263,178745
ta088,100,394234,2.52493,263,245282
ta088,100,397015,3.24816,263,195924
ta088,100,395034,2.73298,263,221763
ta089,100,385705,3.01317,263,206468
ta089,100,386343,3.18357,263,215745
ta089,100,386916,3.3366,263,208670
ta088,100,395459,2.84351,263,269143
ta089,100,384959,2.81393,263,253415
ta089,100,385073,2.84438,263,237982
ta089,100,386233,3.15419,263,251275
ta089,100,386233,3.15419,263,182734
ta089,100,384121,2.59012,263,215488
ta089,100,384016,2.56208,263,300973
ta089,100,384698,2.74422,263,264720
ta090,100,388532,2.43504,263,183928
ta090,100,390217,2.87928,263,287359
ta090,100,391022,3.09152,263,188528
ta090,100,389960,2.81152,263,233054
ta090,100,389546,2.70237,263,212004
ta090,100,388237,2.35726,263,217656
ta090,100,388433,2.40894,263,225545
ta090,100,389078,2.57899,263,316647
ta090,100,389080,2.57952,263,326639
ta090,100,389872,2.78832,263,303355
ta101,200,1253183,2.57127,299,2.08807e+06
ta101,200,1253183,2.57127,299,2.09042e+06
ta101,200,1253183,2.57127,299,2.08944e+06
ta102,200,1269826,3.08033,299,2.0885e+06
ta102,200,1269826,3.08033,299,2.08765e+06
ta102,200,1269826,3.08033,299,2.08784e+06
ta103,200,1294942,3.19727,299,2.08704e+06
ta103,200,1294942,3.19727,299,2.08811e+06
ta103,200,1294942,3.19727,299,2.08746e+06
ta104,200,1267429,3.32408,299,2.08777e+06
ta104,200,1267429,3.32408,299,2.08708e+06
ta104,200,1267932,3.36509,299,2.08719e+06
ta105,200,1262487,3.87326,299,2.08585e+06
ta105,200,1262487,3.87326,299,2.08517e+06
ta105,200,1262487,3.87326,299,2.08749e+06
ta106,200,1253223,2.74863,299,2.08557e+06
ta106,200,1253223,2.74863,299,2.08658e+06
ta106,200,1253223,2.74863,299,2.08602e+06
ta107,200,1269829,2.65276,299,2.08667e+06
ta107,200,1269829,2.65276,299,2.08641e+06
ta107,200,1270783,2.72988,299,2.08569e+06
ta108,200,1261808,2.31509,299,2.09023e+06
ta108,200,1261808,2.31509,299,2.08632e+06
ta108,200,1261808,2.31509,299,2.08647e+06
ta109,200,1260746,3.13433,299,2.08307e+06
ta109,200,1260746,3.13433,299,2.07878e+06
ta109,200,1260746,3.13433,299,2.07531e+06
ta110,200,1280172,3.66907,299,2.07459e+06
ta110,200,1280172,3.66907,299,2.07047e+06
ta110,200,1280172,3.66907,299,2.0638e+06
